mab_uid,mab_name,Protein_RefID,virus_id,virus_name,Family,Organism,Species,Epitope,pubmed_id,Target Protein,Target type,Target,Target name,Assay type,Assay,Quantitative measure,Unit,disease_id,disease_name
544_DV20,DV20,,64320,ZIKV,,,,,27417494,,Protein,ZIKV E,,Binding,"ELISA (EC50, ng/ml)",712,ng/ml,Z-TBD,Z-TBD
545_DV20,DV20,,11053,DENV1,,,,,27417494,,Protein,DENV1 E,,Binding,"ELISA (EC50, ng/ml)",829,ng/ml,DOID:12205,DOID:12205
546_DV20,DV20,,11060,DENV2,,,,,27417494,,Protein,DENV2 E,,Binding,"ELISA (EC50, ng/ml)",186,ng/ml,DOID:12205,DOID:12205
547_DV20,DV20,,11069,DENV3,,,,,27417494,,Protein,DENV3 E,,Binding,"ELISA (EC50, ng/ml)",78,ng/ml,DOID:12205,DOID:12205
548_DV20,DV20,,11070,DENV4,,,,,27417494,,Protein,DENV4 E,,Binding,"ELISA (EC50, ng/ml)",170,ng/ml,DOID:12205,DOID:12205
549_DV20,DV20,,11053,DENV1,,,,,27417494,,Protein,DENV1 VLP,,Binding,"ELISA (EC50, ng/ml)",173,ng/ml,DOID:12205,DOID:12205
550_DV20,DV20,,11060,DENV2,,,,,27417494,,Protein,DENV2 VLP,,Binding,"ELISA (EC50, ng/ml)",202,ng/ml,DOID:12205,DOID:12205
551_DV20,DV20,,11069,DENV3,,,,,27417494,,Protein,DENV3 VLP,,Binding,"ELISA (EC50, ng/ml)",55,ng/ml,DOID:12205,DOID:12205
552_DV20,DV20,,11070,DENV4,,,,,27417494,,Protein,DENV4 VLP,,Binding,"ELISA (EC50, ng/ml)",421,ng/ml,DOID:12205,DOID:12205
553_DV20,DV20,,11053,DENV1,,,,,27417494,,,DENV1 neut,,Neutralization,IC50 (ng/ml),244,ng/ml,DOID:12205,DOID:12205
554_DV20,DV20,,11060,DENV2,,,,,27417494,,,DENV2 neut,,Neutralization,IC50 (ng/ml),128,ng/ml,DOID:12205,DOID:12205
555_DV20,DV20,,11069,DENV3,,,,,27417494,,,DENV3 neut,,Neutralization,IC50 (ng/ml),777,ng/ml,DOID:12205,DOID:12205
556_DV20,DV20,,11070,DENV4,,,,,27417494,,,DENV4 neut,,Neutralization,IC50 (ng/ml),226,ng/ml,DOID:12205,DOID:12205
557_DVD26,DVD26,,64320,ZIKV,,,,,27417494,,Protein,ZIKV E,,Binding,"ELISA (EC50, ng/ml)",223,ng/ml,Z-TBD,Z-TBD
558_DVD26,DVD26,,11053,DENV1,,,,,27417494,,Protein,DENV1 E,,Binding,"ELISA (EC50, ng/ml)",85,ng/ml,DOID:12205,DOID:12205
559_DVD26,DVD26,,11060,DENV2,,,,,27417494,,Protein,DENV2 E,,Binding,"ELISA (EC50, ng/ml)",47,ng/ml,DOID:12205,DOID:12205
560_DVD26,DVD26,,11069,DENV3,,,,,27417494,,Protein,DENV3 E,,Binding,"ELISA (EC50, ng/ml)",11,ng/ml,DOID:12205,DOID:12205
561_DVD26,DVD26,,11070,DENV4,,,,,27417494,,Protein,DENV4 E,,Binding,"ELISA (EC50, ng/ml)",11,ng/ml,DOID:12205,DOID:12205
562_DVD26,DVD26,,11053,DENV1,,,,,27417494,,Protein,DENV1 VLP,,Binding,"ELISA (EC50, ng/ml)",29,ng/ml,DOID:12205,DOID:12205
563_DVD26,DVD26,,11060,DENV2,,,,,27417494,,Protein,DENV2 VLP,,Binding,"ELISA (EC50, ng/ml)",7,ng/ml,DOID:12205,DOID:12205
564_DVD26,DVD26,,11069,DENV3,,,,,27417494,,Protein,DENV3 VLP,,Binding,"ELISA (EC50, ng/ml)",13,ng/ml,DOID:12205,DOID:12205
565_DVD26,DVD26,,11070,DENV4,,,,,27417494,,Protein,DENV4 VLP,,Binding,"ELISA (EC50, ng/ml)",14,ng/ml,DOID:12205,DOID:12205
566_DVD26,DVD26,,11053,DENV1,,,,,27417494,,,DENV1 neut,,Neutralization,IC50 (ng/ml),,ng/ml,DOID:12205,DOID:12205
567_DVD26,DVD26,,11060,DENV2,,,,,27417494,,,DENV2 neut,,Neutralization,IC50 (ng/ml),,ng/ml,DOID:12205,DOID:12205
568_DVD26,DVD26,,11069,DENV3,,,,,27417494,,,DENV3 neut,,Neutralization,IC50 (ng/ml),,ng/ml,DOID:12205,DOID:12205
569_DVD26,DVD26,,11070,DENV4,,,,,27417494,,,DENV4 neut,,Neutralization,IC50 (ng/ml),10,ng/ml,DOID:12205,DOID:12205
570_DVF256,DVF256,,64320,ZIKV,,,,,27417494,,Protein,ZIKV E,,Binding,"ELISA (EC50, ng/ml)",535,ng/ml,Z-TBD,Z-TBD
571_DVF256,DVF256,,11053,DENV1,,,,,27417494,,Protein,DENV1 E,,Binding,"ELISA (EC50, ng/ml)",244,ng/ml,DOID:12205,DOID:12205
572_DVF256,DVF256,,11060,DENV2,,,,,27417494,,Protein,DENV2 E,,Binding,"ELISA (EC50, ng/ml)",59,ng/ml,DOID:12205,DOID:12205
573_DVF256,DVF256,,11069,DENV3,,,,,27417494,,Protein,DENV3 E,,Binding,"ELISA (EC50, ng/ml)",11,ng/ml,DOID:12205,DOID:12205
574_DVF256,DVF256,,11070,DENV4,,,,,27417494,,Protein,DENV4 E,,Binding,"ELISA (EC50, ng/ml)",19,ng/ml,DOID:12205,DOID:12205
575_DVF256,DVF256,,11053,DENV1,,,,,27417494,,Protein,DENV1 VLP,,Binding,"ELISA (EC50, ng/ml)",8,ng/ml,DOID:12205,DOID:12205
576_DVF256,DVF256,,11060,DENV2,,,,,27417494,,Protein,DENV2 VLP,,Binding,"ELISA (EC50, ng/ml)",4,ng/ml,DOID:12205,DOID:12205
577_DVF256,DVF256,,11069,DENV3,,,,,27417494,,Protein,DENV3 VLP,,Binding,"ELISA (EC50, ng/ml)",4,ng/ml,DOID:12205,DOID:12205
578_DVF256,DVF256,,11070,DENV4,,,,,27417494,,Protein,DENV4 VLP,,Binding,"ELISA (EC50, ng/ml)",4,ng/ml,DOID:12205,DOID:12205
579_DVF256,DVF256,,11053,DENV1,,,,,27417494,,,DENV1 neut,,Neutralization,IC50 (ng/ml),,ng/ml,DOID:12205,DOID:12205
580_DVF256,DVF256,,11060,DENV2,,,,,27417494,,,DENV2 neut,,Neutralization,IC50 (ng/ml),,ng/ml,DOID:12205,DOID:12205
581_DVF256,DVF256,,11069,DENV3,,,,,27417494,,,DENV3 neut,,Neutralization,IC50 (ng/ml),,ng/ml,DOID:12205,DOID:12205
582_DVF256,DVF256,,11070,DENV4,,,,,27417494,,,DENV4 neut,,Neutralization,IC50 (ng/ml),,ng/ml,DOID:12205,DOID:12205
583_DVF133,DVF133,,64320,ZIKV,,,,,27417494,,Protein,ZIKV E,,Binding,"ELISA (EC50, ng/ml)",2519,ng/ml,Z-TBD,Z-TBD
584_DVF133,DVF133,,11053,DENV1,,,,,27417494,,Protein,DENV1 E,,Binding,"ELISA (EC50, ng/ml)",1002,ng/ml,DOID:12205,DOID:12205
585_DVF133,DVF133,,11060,DENV2,,,,,27417494,,Protein,DENV2 E,,Binding,"ELISA (EC50, ng/ml)",104,ng/ml,DOID:12205,DOID:12205
586_DVF133,DVF133,,11069,DENV3,,,,,27417494,,Protein,DENV3 E,,Binding,"ELISA (EC50, ng/ml)",68,ng/ml,DOID:12205,DOID:12205
587_DVF133,DVF133,,11070,DENV4,,,,,27417494,,Protein,DENV4 E,,Binding,"ELISA (EC50, ng/ml)",132,ng/ml,DOID:12205,DOID:12205
588_DVF133,DVF133,,11053,DENV1,,,,,27417494,,Protein,DENV1 VLP,,Binding,"ELISA (EC50, ng/ml)",11,ng/ml,DOID:12205,DOID:12205
589_DVF133,DVF133,,11060,DENV2,,,,,27417494,,Protein,DENV2 VLP,,Binding,"ELISA (EC50, ng/ml)",10,ng/ml,DOID:12205,DOID:12205
590_DVF133,DVF133,,11069,DENV3,,,,,27417494,,Protein,DENV3 VLP,,Binding,"ELISA (EC50, ng/ml)",9,ng/ml,DOID:12205,DOID:12205
591_DVF133,DVF133,,11070,DENV4,,,,,27417494,,Protein,DENV4 VLP,,Binding,"ELISA (EC50, ng/ml)",8,ng/ml,DOID:12205,DOID:12205
592_DVF133,DVF133,,11053,DENV1,,,,,27417494,,,DENV1 neut,,Neutralization,IC50 (ng/ml),,ng/ml,DOID:12205,DOID:12205
593_DVF133,DVF133,,11060,DENV2,,,,,27417494,,,DENV2 neut,,Neutralization,IC50 (ng/ml),,ng/ml,DOID:12205,DOID:12205
594_DVF133,DVF133,,11069,DENV3,,,,,27417494,,,DENV3 neut,,Neutralization,IC50 (ng/ml),,ng/ml,DOID:12205,DOID:12205
595_DVF133,DVF133,,11070,DENV4,,,,,27417494,,,DENV4 neut,,Neutralization,IC50 (ng/ml),,ng/ml,DOID:12205,DOID:12205
596_DVF180,DVF180,,64320,ZIKV,,,,,27417494,,Protein,ZIKV E,,Binding,"ELISA (EC50, ng/ml)",1037,ng/ml,Z-TBD,Z-TBD
597_DVF180,DVF180,,11053,DENV1,,,,,27417494,,Protein,DENV1 E,,Binding,"ELISA (EC50, ng/ml)",175,ng/ml,DOID:12205,DOID:12205
598_DVF180,DVF180,,11060,DENV2,,,,,27417494,,Protein,DENV2 E,,Binding,"ELISA (EC50, ng/ml)",235,ng/ml,DOID:12205,DOID:12205
599_DVF180,DVF180,,11069,DENV3,,,,,27417494,,Protein,DENV3 E,,Binding,"ELISA (EC50, ng/ml)",39,ng/ml,DOID:12205,DOID:12205
600_DVF180,DVF180,,11070,DENV4,,,,,27417494,,Protein,DENV4 E,,Binding,"ELISA (EC50, ng/ml)",98,ng/ml,DOID:12205,DOID:12205
601_DVF180,DVF180,,11053,DENV1,,,,,27417494,,Protein,DENV1 VLP,,Binding,"ELISA (EC50, ng/ml)",34,ng/ml,DOID:12205,DOID:12205
602_DVF180,DVF180,,11060,DENV2,,,,,27417494,,Protein,DENV2 VLP,,Binding,"ELISA (EC50, ng/ml)",12,ng/ml,DOID:12205,DOID:12205
603_DVF180,DVF180,,11069,DENV3,,,,,27417494,,Protein,DENV3 VLP,,Binding,"ELISA (EC50, ng/ml)",30,ng/ml,DOID:12205,DOID:12205
604_DVF180,DVF180,,11070,DENV4,,,,,27417494,,Protein,DENV4 VLP,,Binding,"ELISA (EC50, ng/ml)",12,ng/ml,DOID:12205,DOID:12205
605_DVF180,DVF180,,11053,DENV1,,,,,27417494,,,DENV1 neut,,Neutralization,IC50 (ng/ml),,ng/ml,DOID:12205,DOID:12205
606_DVF180,DVF180,,11060,DENV2,,,,,27417494,,,DENV2 neut,,Neutralization,IC50 (ng/ml),,ng/ml,DOID:12205,DOID:12205
607_DVF180,DVF180,,11069,DENV3,,,,,27417494,,,DENV3 neut,,Neutralization,IC50 (ng/ml),,ng/ml,DOID:12205,DOID:12205
608_DVF180,DVF180,,11070,DENV4,,,,,27417494,,,DENV4 neut,,Neutralization,IC50 (ng/ml),,ng/ml,DOID:12205,DOID:12205
609_DVD23,DVD23,,64320,ZIKV,,,,,27417494,,Protein,ZIKV E,,Binding,"ELISA (EC50, ng/ml)",318,ng/ml,Z-TBD,Z-TBD
610_DVD23,DVD23,,11053,DENV1,,,,,27417494,,Protein,DENV1 E,,Binding,"ELISA (EC50, ng/ml)",258,ng/ml,DOID:12205,DOID:12205
611_DVD23,DVD23,,11060,DENV2,,,,,27417494,,Protein,DENV2 E,,Binding,"ELISA (EC50, ng/ml)",122,ng/ml,DOID:12205,DOID:12205
612_DVD23,DVD23,,11069,DENV3,,,,,27417494,,Protein,DENV3 E,,Binding,"ELISA (EC50, ng/ml)",182,ng/ml,DOID:12205,DOID:12205
613_DVD23,DVD23,,11070,DENV4,,,,,27417494,,Protein,DENV4 E,,Binding,"ELISA (EC50, ng/ml)",70,ng/ml,DOID:12205,DOID:12205
614_DVD23,DVD23,,11053,DENV1,,,,,27417494,,Protein,DENV1 VLP,,Binding,"ELISA (EC50, ng/ml)",180,ng/ml,DOID:12205,DOID:12205
615_DVD23,DVD23,,11060,DENV2,,,,,27417494,,Protein,DENV2 VLP,,Binding,"ELISA (EC50, ng/ml)",27,ng/ml,DOID:12205,DOID:12205
616_DVD23,DVD23,,11069,DENV3,,,,,27417494,,Protein,DENV3 VLP,,Binding,"ELISA (EC50, ng/ml)",49,ng/ml,DOID:12205,DOID:12205
617_DVD23,DVD23,,11070,DENV4,,,,,27417494,,Protein,DENV4 VLP,,Binding,"ELISA (EC50, ng/ml)",346,ng/ml,DOID:12205,DOID:12205
618_DVD23,DVD23,,11053,DENV1,,,,,27417494,,,DENV1 neut,,Neutralization,IC50 (ng/ml),,ng/ml,DOID:12205,DOID:12205
619_DVD23,DVD23,,11060,DENV2,,,,,27417494,,,DENV2 neut,,Neutralization,IC50 (ng/ml),,ng/ml,DOID:12205,DOID:12205
620_DVD23,DVD23,,11069,DENV3,,,,,27417494,,,DENV3 neut,,Neutralization,IC50 (ng/ml),,ng/ml,DOID:12205,DOID:12205
621_DVD23,DVD23,,11070,DENV4,,,,,27417494,,,DENV4 neut,,Neutralization,IC50 (ng/ml),,ng/ml,DOID:12205,DOID:12205
622_DVD22,DVD22,,11070,DENV4,,,,,27417494,,Protein,DENV4 E,,Binding,"ELISA (EC50, ng/ml)",9,ng/ml,DOID:12205,DOID:12205
623_DVD22,DVD22,,11070,DENV4,,,,,27417494,,Protein,DENV4 VLP,,Binding,"ELISA (EC50, ng/ml)",11,ng/ml,DOID:12205,DOID:12205
624_DVD22,DVD22,,11070,DENV4,,,,,27417494,,Protein,DENV4 neut,,Neutralization,"ELISA (EC50, ng/ml)",6,ng/ml,DOID:12205,DOID:12205
625_DVA470,DVA470,,11053,DENV1,,,,,27417494,,Protein,DENV1 E,,Binding,"ELISA (EC50, ng/ml)",3,ng/ml,DOID:12205,DOID:12205
626_DVA470,DVA470,,11053,DENV1,,,,,27417494,,Protein,DENV1 VLP,,Binding,"ELISA (EC50, ng/ml)",3,ng/ml,DOID:12205,DOID:12205
627_DVA470,DVA470,,11053,DENV1,,,,,27417494,,Protein,DENV1 neut,,Neutralization,"ELISA (EC50, ng/ml)",2,ng/ml,DOID:12205,DOID:12205
628_DVA290,DVA290,,11053,DENV1,,,,,27417494,,Protein,DENV1 E,,Binding,"ELISA (EC50, ng/ml)",392,ng/ml,DOID:12205,DOID:12205
629_DVA290,DVA290,,11060,DENV2,,,,,27417494,,Protein,DENV2 E,,Binding,"ELISA (EC50, ng/ml)",166,ng/ml,DOID:12205,DOID:12205
630_DVA290,DVA290,,11069,DENV3,,,,,27417494,,Protein,DENV3 E,,Binding,"ELISA (EC50, ng/ml)",1125,ng/ml,DOID:12205,DOID:12205
631_DVA290,DVA290,,11070,DENV4,,,,,27417494,,Protein,DENV4 E,,Binding,"ELISA (EC50, ng/ml)",301,ng/ml,DOID:12205,DOID:12205
632_DVA290,DVA290,,11053,DENV1,,,,,27417494,,Protein,DENV1 VLP,,Binding,"ELISA (EC50, ng/ml)",80,ng/ml,DOID:12205,DOID:12205
633_DVA290,DVA290,,11060,DENV2,,,,,27417494,,Protein,DENV2 VLP,,Binding,"ELISA (EC50, ng/ml)",46,ng/ml,DOID:12205,DOID:12205
634_DVA290,DVA290,,11069,DENV3,,,,,27417494,,Protein,DENV3 VLP,,Binding,"ELISA (EC50, ng/ml)",288,ng/ml,DOID:12205,DOID:12205
635_DVA290,DVA290,,11070,DENV4,,,,,27417494,,Protein,DENV4 VLP,,Binding,"ELISA (EC50, ng/ml)",53,ng/ml,DOID:12205,DOID:12205
636_DVA290,DVA290,,11053,DENV1,,,,,27417494,,,DENV1 neut,,Neutralization,IC50 (ng/ml),,ng/ml,DOID:12205,DOID:12205
637_DVA290,DVA290,,11060,DENV2,,,,,27417494,,,DENV2 neut,,Neutralization,IC50 (ng/ml),,ng/ml,DOID:12205,DOID:12205
638_DVA290,DVA290,,11069,DENV3,,,,,27417494,,,DENV3 neut,,Neutralization,IC50 (ng/ml),,ng/ml,DOID:12205,DOID:12205
639_DVA290,DVA290,,11070,DENV4,,,,,27417494,,,DENV4 neut,,Neutralization,IC50 (ng/ml),,ng/ml,DOID:12205,DOID:12205
640_DVC35,DVC35,,11060,DENV2,,,,,27417494,,Protein,DENV2 E,,Binding,"ELISA (EC50, ng/ml)",47,ng/ml,DOID:12205,DOID:12205
641_DVC35,DVC35,,11060,DENV2,,,,,27417494,,Protein,DENV2 VLP,,Binding,"ELISA (EC50, ng/ml)",13,ng/ml,DOID:12205,DOID:12205
642_DVC35,DVC35,,11060,DENV2,,,,,27417494,,,DENV2 neut,,Neutralization,IC50 (ng/ml),918,ng/ml,DOID:12205,DOID:12205
643_DVC18,DVC18,,11060,DENV2,,,,,27417494,,Protein,DENV2 E,,Binding,"ELISA (EC50, ng/ml)",161,ng/ml,DOID:12205,DOID:12205
644_DVC18,DVC18,,11053,DENV1,,,,,27417494,,Protein,DENV1 VLP,,Binding,"ELISA (EC50, ng/ml)",301,ng/ml,DOID:12205,DOID:12205
645_DVC18,DVC18,,11060,DENV2,,,,,27417494,,Protein,DENV2 VLP,,Binding,"ELISA (EC50, ng/ml)",3,ng/ml,DOID:12205,DOID:12205
646_DVC18,DVC18,,11069,DENV3,,,,,27417494,,Protein,DENV3 VLP,,Binding,"ELISA (EC50, ng/ml)",15,ng/ml,DOID:12205,DOID:12205
647_DVC18,DVC18,,11070,DENV4,,,,,27417494,,Protein,DENV4 VLP,,Binding,"ELISA (EC50, ng/ml)",30,ng/ml,DOID:12205,DOID:12205
648_DVC18,DVC18,,11069,DENV3,,,,,27417494,,,DENV3 neut,,Neutralization,IC50 (ng/ml),3,ng/ml,DOID:12205,DOID:12205
649_DVC13,DVC13,,11053,DENV1,,,,,27417494,,Protein,DENV1 E,,Binding,"ELISA (EC50, ng/ml)",1644,ng/ml,DOID:12205,DOID:12205
650_DVC13,DVC13,,11060,DENV2,,,,,27417494,,Protein,DENV2 E,,Binding,"ELISA (EC50, ng/ml)",370,ng/ml,DOID:12205,DOID:12205
651_DVC13,DVC13,,11069,DENV3,,,,,27417494,,Protein,DENV3 E,,Binding,"ELISA (EC50, ng/ml)",1093,ng/ml,DOID:12205,DOID:12205
652_DVC13,DVC13,,11070,DENV4,,,,,27417494,,Protein,DENV4 E,,Binding,"ELISA (EC50, ng/ml)",344,ng/ml,DOID:12205,DOID:12205
653_DVC13,DVC13,,11053,DENV1,,,,,27417494,,Protein,DENV1 VLP,,Binding,"ELISA (EC50, ng/ml)",456,ng/ml,DOID:12205,DOID:12205
654_DVC13,DVC13,,11060,DENV2,,,,,27417494,,Protein,DENV2 VLP,,Binding,"ELISA (EC50, ng/ml)",197,ng/ml,DOID:12205,DOID:12205
655_DVC13,DVC13,,11069,DENV3,,,,,27417494,,Protein,DENV3 VLP,,Binding,"ELISA (EC50, ng/ml)",534,ng/ml,DOID:12205,DOID:12205
656_DVC13,DVC13,,11070,DENV4,,,,,27417494,,Protein,DENV4 VLP,,Binding,"ELISA (EC50, ng/ml)",334,ng/ml,DOID:12205,DOID:12205
657_DVC13,DVC13,,11060,DENV2,,,,,27417494,,,DENV2 neut,,Neutralization,IC50 (ng/ml),241,ng/ml,DOID:12205,DOID:12205
658_DV77,DV77,,11053,DENV1,,,,,27417494,,Protein,DENV1 E,,Binding,"ELISA (EC50, ng/ml)",19,ng/ml,DOID:12205,DOID:12205
659_DV77,DV77,,11053,DENV1,,,,,27417494,,Protein,DENV1 VLP,,Binding,"ELISA (EC50, ng/ml)",10,ng/ml,DOID:12205,DOID:12205
660_DV77,DV77,,11060,DENV2,,,,,27417494,,Protein,DENV2 VLP,,Binding,"ELISA (EC50, ng/ml)",704,ng/ml,DOID:12205,DOID:12205
661_DV77,DV77,,11069,DENV3,,,,,27417494,,Protein,DENV3 VLP,,Binding,"ELISA (EC50, ng/ml)",9,ng/ml,DOID:12205,DOID:12205
662_DV77,DV77,,11070,DENV4,,,,,27417494,,Protein,DENV4 VLP,,Binding,"ELISA (EC50, ng/ml)",26,ng/ml,DOID:12205,DOID:12205
663_DVD16,DVD16,,11070,DENV4,,,,,27417494,,Protein,DENV4 E,,Binding,"ELISA (EC50, ng/ml)",11,ng/ml,DOID:12205,DOID:12205
664_DVD16,DVD16,,11070,DENV4,,,,,27417494,,Protein,DENV4 VLP,,Binding,"ELISA (EC50, ng/ml)",7,ng/ml,DOID:12205,DOID:12205
665_DV87,DV87,,11053,DENV1,,,,,27417494,,Protein,DENV1 E,,Binding,"ELISA (EC50, ng/ml)",13,ng/ml,DOID:12205,DOID:12205
666_DV87,DV87,,11060,DENV2,,,,,27417494,,Protein,DENV2 E,,Binding,"ELISA (EC50, ng/ml)",15,ng/ml,DOID:12205,DOID:12205
667_DV87,DV87,,11069,DENV3,,,,,27417494,,Protein,DENV3 E,,Binding,"ELISA (EC50, ng/ml)",162,ng/ml,DOID:12205,DOID:12205
668_DV87,DV87,,11053,DENV1,,,,,27417494,,Protein,DENV1 VLP,,Binding,"ELISA (EC50, ng/ml)",20,ng/ml,DOID:12205,DOID:12205
669_DV87,DV87,,11060,DENV2,,,,,27417494,,Protein,DENV2 VLP,,Binding,"ELISA (EC50, ng/ml)",18,ng/ml,DOID:12205,DOID:12205
670_DV87,DV87,,11069,DENV3,,,,,27417494,,Protein,DENV3 VLP,,Binding,"ELISA (EC50, ng/ml)",29,ng/ml,DOID:12205,DOID:12205
671_DV87,DV87,,11053,DENV1,,,,,27417494,,Protein,DENV1 DIII,,Binding,"ELISA (EC50, ng/ml)",17,ng/ml,DOID:12205,DOID:12205
672_DV87,DV87,,11060,DENV2,,,,,27417494,,Protein,DENV2 DIII,,Binding,"ELISA (EC50, ng/ml)",26,ng/ml,DOID:12205,DOID:12205
673_DV87,DV87,,11069,DENV3,,,,,27417494,,Protein,DENV3 DIII,,Binding,"ELISA (EC50, ng/ml)",12,ng/ml,DOID:12205,DOID:12205
674_DV87,DV87,,11053,DENV1,,,,,27417494,,,DENV1 neut,,Neutralization,IC50 (ng/ml),4,ng/ml,DOID:12205,DOID:12205
675_DV87,DV87,,11060,DENV2,,,,,27417494,,,DENV2 neut,,Neutralization,IC50 (ng/ml),4,ng/ml,DOID:12205,DOID:12205
676_DV87,DV87,,11069,DENV3,,,,,27417494,,,DENV3 neut,,Neutralization,IC50 (ng/ml),8,ng/ml,DOID:12205,DOID:12205
677_DVC21,DVC21,,11053,DENV1,,,,,27417494,,Protein,DENV1 E,,Binding,"ELISA (EC50, ng/ml)",152,ng/ml,DOID:12205,DOID:12205
678_DVC21,DVC21,,11060,DENV2,,,,,27417494,,Protein,DENV2 E,,Binding,"ELISA (EC50, ng/ml)",46,ng/ml,DOID:12205,DOID:12205
679_DVC21,DVC21,,11069,DENV3,,,,,27417494,,Protein,DENV3 E,,Binding,"ELISA (EC50, ng/ml)",249,ng/ml,DOID:12205,DOID:12205
680_DVC21,DVC21,,11070,DENV4,,,,,27417494,,Protein,DENV4 E,,Binding,"ELISA (EC50, ng/ml)",51,ng/ml,DOID:12205,DOID:12205
681_DVC21,DVC21,,11053,DENV1,,,,,27417494,,Protein,DENV1 VLP,,Binding,"ELISA (EC50, ng/ml)",4625,ng/ml,DOID:12205,DOID:12205
682_DVC21,DVC21,,11060,DENV2,,,,,27417494,,Protein,DENV2 VLP,,Binding,"ELISA (EC50, ng/ml)",404,ng/ml,DOID:12205,DOID:12205
683_DVC21,DVC21,,11069,DENV3,,,,,27417494,,Protein,DENV3 VLP,,Binding,"ELISA (EC50, ng/ml)",350,ng/ml,DOID:12205,DOID:12205
684_DVC21,DVC21,,11070,DENV4,,,,,27417494,,Protein,DENV4 VLP,,Binding,"ELISA (EC50, ng/ml)",1352,ng/ml,DOID:12205,DOID:12205
685_DVC21,DVC21,,11060,DENV2,,,,,27417494,,Protein,DENV2 DIII,,Binding,"ELISA (EC50, ng/ml)",232,ng/ml,DOID:12205,DOID:12205
686_DVC21,DVC21,,11069,DENV3,,,,,27417494,,Protein,DENV3 DIII,,Binding,"ELISA (EC50, ng/ml)",332,ng/ml,DOID:12205,DOID:12205
687_DVC21,DVC21,,11070,DENV4,,,,,27417494,,Protein,DENV4 DIII,,Binding,"ELISA (EC50, ng/ml)",252,ng/ml,DOID:12205,DOID:12205
688_DVC21,DVC21,,11053,DENV1,,,,,27417494,,,DENV1 neut,,Neutralization,IC50 (ng/ml),410,ng/ml,DOID:12205,DOID:12205
689_DVC21,DVC21,,11060,DENV2,,,,,27417494,,,DENV2 neut,,Neutralization,IC50 (ng/ml),1011,ng/ml,DOID:12205,DOID:12205
690_DVC21,DVC21,,11069,DENV3,,,,,27417494,,,DENV3 neut,,Neutralization,IC50 (ng/ml),726,ng/ml,DOID:12205,DOID:12205
691_DVC21,DVC21,,11070,DENV4,,,,,27417494,,,DENV4 neut,,Neutralization,IC50 (ng/ml),4037,ng/ml,DOID:12205,DOID:12205
692_DVI9,DVI9,,11053,DENV1,,,,,27417494,,Protein,DENV1 E,,Binding,"ELISA (EC50, ng/ml)",6,ng/ml,DOID:12205,DOID:12205
693_DVI9,DVI9,,11060,DENV2,,,,,27417494,,Protein,DENV2 E,,Binding,"ELISA (EC50, ng/ml)",2,ng/ml,DOID:12205,DOID:12205
694_DVI9,DVI9,,11069,DENV3,,,,,27417494,,Protein,DENV3 E,,Binding,"ELISA (EC50, ng/ml)",80,ng/ml,DOID:12205,DOID:12205
695_DVI9,DVI9,,11070,DENV4,,,,,27417494,,Protein,DENV4 E,,Binding,"ELISA (EC50, ng/ml)",2,ng/ml,DOID:12205,DOID:12205
696_DVI9,DVI9,,11053,DENV1,,,,,27417494,,Protein,DENV1 VLP,,Binding,"ELISA (EC50, ng/ml)",128,ng/ml,DOID:12205,DOID:12205
697_DVI9,DVI9,,11060,DENV2,,,,,27417494,,Protein,DENV2 VLP,,Binding,"ELISA (EC50, ng/ml)",3,ng/ml,DOID:12205,DOID:12205
698_DVI9,DVI9,,11069,DENV3,,,,,27417494,,Protein,DENV3 VLP,,Binding,"ELISA (EC50, ng/ml)",7,ng/ml,DOID:12205,DOID:12205
699_DVI9,DVI9,,11070,DENV4,,,,,27417494,,Protein,DENV4 VLP,,Binding,"ELISA (EC50, ng/ml)",2,ng/ml,DOID:12205,DOID:12205
700_DVI9,DVI9,,11053,DENV1,,,,,27417494,,Protein,DENV1 DIII,,Binding,"ELISA (EC50, ng/ml)",537,ng/ml,DOID:12205,DOID:12205
701_DVI9,DVI9,,11060,DENV2,,,,,27417494,,Protein,DENV2 DIII,,Binding,"ELISA (EC50, ng/ml)",13,ng/ml,DOID:12205,DOID:12205
702_DVI9,DVI9,,11069,DENV3,,,,,27417494,,Protein,DENV3 DIII,,Binding,"ELISA (EC50, ng/ml)",5,ng/ml,DOID:12205,DOID:12205
703_DVI9,DVI9,,11070,DENV4,,,,,27417494,,Protein,DENV4 DIII,,Binding,"ELISA (EC50, ng/ml)",11,ng/ml,DOID:12205,DOID:12205
704_DVI9,DVI9,,11053,DENV1,,,,,27417494,,,DENV1 neut,,Neutralization,IC50 (ng/ml),1267,ng/ml,DOID:12205,DOID:12205
705_DVI9,DVI9,,11069,DENV3,,,,,27417494,,,DENV3 neut,,Neutralization,IC50 (ng/ml),299,ng/ml,DOID:12205,DOID:12205
706_DVI9,DVI9,,11070,DENV4,,,,,27417494,,,DENV4 neut,,Neutralization,IC50 (ng/ml),219,ng/ml,DOID:12205,DOID:12205
707_DVC10,DVC10,,11053,DENV1,,,,,27417494,,Protein,DENV1 E,,Binding,"ELISA (EC50, ng/ml)",73,ng/ml,DOID:12205,DOID:12205
708_DVC10,DVC10,,11060,DENV2,,,,,27417494,,Protein,DENV2 E,,Binding,"ELISA (EC50, ng/ml)",10,ng/ml,DOID:12205,DOID:12205
